,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,duration_of_stay
10584,Renaissance Hotel,1,24,2017,March,11,15,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.0,0,0,7
10585,Renaissance Hotel,1,210,2017,March,11,15,1,4,2,0.0,0,BB,NLD,Direct,0,0,0,E,F,1,No Deposit,250.0,0,Transient,47.8,0,2,5
10586,Renaissance Hotel,1,232,2017,March,11,16,0,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,55.8,0,1,3
10587,Renaissance Hotel,1,148,2017,March,11,16,1,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,42.0,0,1,4
10588,Renaissance Hotel,1,10,2017,March,11,16,2,5,2,0.0,0,BB,IRL,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,142.0,0,0,7
10589,Renaissance Hotel,1,139,2017,March,11,16,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,37.8,0,1,7
10590,Renaissance Hotel,1,24,2017,March,11,17,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.0,0,1,2
10591,Renaissance Hotel,1,50,2017,March,11,17,0,2,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,70.0,0,0,2
10592,Renaissance Hotel,1,27,2017,March,11,17,0,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.0,0,0,2
10593,Renaissance Hotel,1,28,2017,March,11,17,1,2,2,2.0,0,BB,ROU,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,105.0,0,0,3
10594,Renaissance Hotel,1,134,2017,March,11,17,1,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,52.0,0,0,3
10596,Renaissance Hotel,1,204,2017,March,11,18,0,1,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,82.0,0,1,1
10598,Renaissance Hotel,1,14,2017,March,11,18,0,1,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,65.0,0,2,1
10599,Renaissance Hotel,1,26,2017,March,11,18,2,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.0,0,0,4
10600,Renaissance Hotel,1,68,2017,March,11,18,2,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,70.0,0,0,6
10601,Renaissance Hotel,1,201,2017,March,11,18,2,5,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,37.8,0,2,7
10602,Renaissance Hotel,1,115,2017,March,11,18,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,61.86,0,1,7
10604,Renaissance Hotel,1,282,2017,March,11,18,2,5,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,66.6,0,0,7
10606,Renaissance Hotel,1,205,2017,March,11,18,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.8,0,1,7
10607,Renaissance Hotel,1,74,2017,March,11,18,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,1,No Deposit,468.0,0,Transient,80.0,0,0,7
10608,Renaissance Hotel,1,309,2017,March,11,18,4,10,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,84.6,0,0,14
10609,Renaissance Hotel,1,283,2017,March,12,19,1,0,2,0.0,0,BB,CN,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,63.3,0,0,1
10611,Renaissance Hotel,1,320,2017,March,12,19,1,0,2,0.0,0,BB,MDV,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.8,0,2,1
10612,Renaissance Hotel,1,216,2017,March,12,19,2,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0,Transient,30.24,0,0,4
10613,Renaissance Hotel,1,96,2017,March,12,19,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,C,1,No Deposit,177.0,0,Transient-Party,34.0,0,0,7
10614,Renaissance Hotel,1,12,2017,March,12,19,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient-Party,34.0,0,0,7
10615,Renaissance Hotel,1,6,2017,March,12,20,1,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,75.0,0,3,3
10616,Renaissance Hotel,1,20,2017,March,12,22,0,1,1,0.0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,66.0,0,Transient-Party,45.0,0,0,1
10617,Renaissance Hotel,1,61,2017,March,12,22,0,3,2,0.0,0,BB,CN,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,70.0,0,0,3
10618,Renaissance Hotel,1,98,2017,March,12,22,2,7,2,0.0,0,BB,BRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,57.33,0,1,9
10619,Renaissance Hotel,1,40,2017,March,12,23,0,2,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,100.0,0,1,2
10620,Renaissance Hotel,1,123,2017,March,12,23,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,66.21,0,1,14
10621,Renaissance Hotel,1,340,2017,March,12,24,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,11.0,0,Transient,30.0,0,0,2
10622,Renaissance Hotel,1,39,2017,March,12,24,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,80.0,0,1,2
10623,Renaissance Hotel,1,350,2017,March,12,24,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,11.0,0,Transient,30.0,0,0,2
10634,Renaissance Hotel,1,16,2017,March,12,24,0,2,2,1.0,0,BB,ESP,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,120.0,0,1,2
10639,Renaissance Hotel,1,214,2017,March,12,24,2,5,1,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,273.0,0,Transient-Party,46.0,0,0,7
10640,Renaissance Hotel,1,214,2017,March,12,24,3,7,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,273.0,0,Transient-Party,28.0,0,0,10
10641,Renaissance Hotel,1,186,2017,March,12,24,3,7,1,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,273.0,0,Transient-Party,48.0,0,0,10
10642,Renaissance Hotel,1,214,2017,March,12,24,3,7,1,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,273.0,0,Transient-Party,48.0,0,0,10
10646,Renaissance Hotel,1,13,2017,March,12,25,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,85.0,0,0,1
10648,Renaissance Hotel,1,226,2017,March,12,25,2,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,33.6,0,0,4
10650,Renaissance Hotel,1,105,2017,March,12,25,2,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,56.0,0,2,6
10651,Renaissance Hotel,1,120,2017,March,12,25,2,4,2,0.0,0,BB,ZAF,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,55.83,0,0,6
10652,Renaissance Hotel,1,273,2017,March,12,25,2,5,2,0.0,0,BB,NLD,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.8,0,0,7
10655,Renaissance Hotel,1,102,2017,March,13,26,2,1,1,0.0,0,BB,PRT,Corporate,0,0,0,A,A,0,Non Refund,495.0,0,Transient,39.33,0,0,3
10660,Renaissance Hotel,1,74,2017,March,13,26,2,3,2,2.0,0,BB,IRL,TA/TO,0,0,0,G,G,6,No Deposit,240.0,0,Transient,96.2,0,1,5
10661,Renaissance Hotel,1,11,2017,March,13,26,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,314.0,0,Transient,44.64,0,0,6
10662,Renaissance Hotel,1,182,2017,March,13,26,4,6,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,44.7,0,2,10
10663,Renaissance Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,PRT,Corporate,0,0,0,D,D,0,Non Refund,495.0,0,Transient,65.0,0,0,2
10666,Renaissance Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,PRT,Corporate,0,0,0,E,E,0,Non Refund,495.0,0,Transient,73.0,0,0,2
10669,Renaissance Hotel,1,103,2017,March,13,27,1,1,1,0.0,0,BB,PRT,Corporate,0,0,0,A,A,0,Non Refund,495.0,0,Transient,42.0,0,0,2
10709,Renaissance Hotel,1,34,2017,March,13,27,1,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.0,0,0,4
10710,Renaissance Hotel,1,21,2017,March,13,27,1,5,2,0.0,0,BB,DEU,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,77.5,0,2,6
10711,Renaissance Hotel,1,136,2017,March,13,27,1,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,45.0,0,2,6
10712,Renaissance Hotel,1,176,2017,March,13,27,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.03,0,0,7
10714,Renaissance Hotel,1,54,2017,March,13,28,0,2,2,0.0,0,HB,BRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,92.0,0,0,2
10715,Renaissance Hotel,1,26,2017,March,13,28,0,4,1,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,436.0,0,Transient,30.0,0,0,4
10716,Renaissance Hotel,1,180,2017,March,13,28,0,4,2,0.0,0,BB,FIN,TA/TO,0,0,0,E,E,3,No Deposit,240.0,0,Transient,55.8,0,1,4
10717,Renaissance Hotel,1,125,2017,March,13,28,0,4,1,0.0,0,BB,CHE,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.0,0,1,4
10718,Renaissance Hotel,1,63,2017,March,13,28,2,5,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,49.71,0,0,7
10719,Renaissance Hotel,1,192,2017,March,13,28,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,47.14,0,0,7
10720,Renaissance Hotel,1,60,2017,March,13,28,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,95.0,0,Transient,37.95,0,0,7
10721,Renaissance Hotel,1,40,2017,March,13,28,2,6,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,65.0,0,0,8
10722,Renaissance Hotel,1,188,2017,March,13,28,4,11,1,0.0,0,BB,CN,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,74.28,0,0,15
10723,Renaissance Hotel,1,118,2017,March,13,29,0,1,2,0.0,0,HB,CHN,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,78.0,0,0,1
10725,Renaissance Hotel,1,72,2017,March,13,29,0,1,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,78.0,0,0,1
10726,Renaissance Hotel,1,40,2017,March,13,29,0,1,1,0.0,0,BB,BEL,TA/TO,0,0,0,A,A,0,No Deposit,184.0,0,Transient,55.0,0,0,1
10727,Renaissance Hotel,1,25,2017,March,13,29,0,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,65.0,0,2,2
10728,Renaissance Hotel,1,113,2017,March,13,29,0,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,37.5,0,0,4
10729,Renaissance Hotel,1,175,2017,March,13,29,0,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,41.85,0,1,4
10730,Renaissance Hotel,1,50,2017,March,13,29,2,4,2,0.0,0,BB,NLD,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,60.0,0,1,6
10731,Renaissance Hotel,1,66,2017,March,13,30,0,3,2,0.0,0,BB,POL,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,80.07,0,0,3
10732,Renaissance Hotel,1,9,2017,March,13,30,0,2,1,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,56.0,0,1,2
10733,Renaissance Hotel,1,47,2017,March,13,30,0,3,2,0.0,0,BB,POL,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,70.33,0,1,3
10734,Renaissance Hotel,1,156,2017,March,13,30,0,3,2,0.0,0,BB,CN,Direct,0,0,0,D,D,2,No Deposit,250.0,0,Transient,53.7,0,0,3
10735,Renaissance Hotel,1,30,2017,March,13,30,1,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,65.0,0,2,4
10736,Renaissance Hotel,1,34,2017,March,13,30,2,5,2,2.0,0,HB,GBR,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,146.57,0,2,7
10737,Renaissance Hotel,1,47,2017,March,13,30,2,5,2,0.0,0,BB,NOR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,60.0,0,1,7
10741,Renaissance Hotel,1,19,2017,March,13,31,0,2,2,2.0,0,BB,ESP,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,95.0,0,1,2
10742,Renaissance Hotel,1,57,2017,March,13,31,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,60.0,0,0,2
10743,Renaissance Hotel,1,27,2017,March,13,31,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,1,2
10744,Renaissance Hotel,1,23,2017,March,13,31,0,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,0,2
10745,Renaissance Hotel,1,24,2017,March,13,31,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,1,2
10746,Renaissance Hotel,1,64,2017,March,13,31,1,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,2,3
10747,Renaissance Hotel,1,27,2017,March,13,31,2,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,72.5,0,1,4
10748,Renaissance Hotel,1,145,2017,March,13,31,2,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,69.25,0,2,4
10749,Renaissance Hotel,1,32,2017,March,13,31,2,3,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,113.6,0,2,5
10750,Renaissance Hotel,1,162,2017,March,13,31,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,67.43,0,0,7
10751,Renaissance Hotel,1,69,2017,March,13,31,2,6,2,0.0,0,BB,POL,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,86.88,0,1,8
10752,Renaissance Hotel,1,63,2017,April,13,1,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,1
10753,Renaissance Hotel,1,94,2017,April,13,1,2,3,3,1.0,0,HB,BEL,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,176.4,0,0,5
10754,Renaissance Hotel,1,35,2017,April,13,1,2,4,2,0.0,0,BB,BEL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,1,6
10755,Renaissance Hotel,1,48,2017,April,13,1,2,5,2,0.0,0,BB,GBR,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,70.0,0,0,7
10756,Renaissance Hotel,1,69,2017,April,13,1,2,5,2,2.0,0,BB,DEU,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,129.57,0,0,7
10757,Renaissance Hotel,1,177,2017,April,13,1,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,71.57,0,0,7
10758,Renaissance Hotel,1,174,2017,April,13,1,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,56.57,0,2,7
10759,Renaissance Hotel,1,57,2017,April,13,1,2,6,2,0.0,0,HB,BEL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,93.88,0,1,8
10760,Renaissance Hotel,1,2,2017,April,14,2,1,0,1,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,184.0,0,Transient,77.0,0,0,1
10761,Renaissance Hotel,1,82,2017,April,14,2,2,1,2,0.0,0,HB,DEU,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,108.0,0,0,3
10762,Renaissance Hotel,1,117,2017,April,14,2,2,1,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,63.0,0,1,3
10763,Renaissance Hotel,1,38,2017,April,14,2,2,2,2,0.0,0,BB,NLD,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,0,4
10764,Renaissance Hotel,1,84,2017,April,14,2,2,2,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,114.75,0,2,4
10766,Renaissance Hotel,1,174,2017,April,14,2,4,6,2,2.0,0,BB,CHE,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,130.0,0,1,10
10767,Renaissance Hotel,1,10,2017,April,14,3,1,0,1,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,80.0,0,0,1
10769,Renaissance Hotel,1,255,2017,April,14,3,1,0,2,0.0,0,BB,USA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,54.0,0,2,1
10783,Renaissance Hotel,1,55,2017,April,14,3,1,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,60.0,0,1,4
10784,Renaissance Hotel,1,26,2017,April,14,3,1,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,175.0,0,Transient,72.0,0,0,4
10786,Renaissance Hotel,1,112,2017,April,14,3,1,3,1,1.0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,175.0,0,Transient,87.48,0,0,4
10787,Renaissance Hotel,1,364,2017,April,14,3,1,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,147.0,0,Transient,195.98,0,0,4
10789,Renaissance Hotel,1,255,2017,April,14,3,3,7,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,67.5,0,0,10
10792,Renaissance Hotel,1,273,2017,April,14,3,1,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,147.0,0,Transient,81.18,0,0,6
10793,Renaissance Hotel,1,48,2017,April,14,4,0,1,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,0,1
10794,Renaissance Hotel,1,26,2017,April,14,4,0,4,2,0.0,0,BB,RUS,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,105.0,0,0,4
10795,Renaissance Hotel,1,121,2017,April,14,4,0,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,83.25,0,1,4
10796,Renaissance Hotel,1,240,2017,April,14,4,2,5,2,0.0,0,BB,BEL,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,57.43,0,1,7
10797,Renaissance Hotel,1,192,2017,April,14,4,2,5,2,0.0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,68.57,0,1,7
10798,Renaissance Hotel,1,205,2017,April,14,5,0,1,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,81.0,0,1,1
10800,Renaissance Hotel,1,12,2017,April,14,5,0,2,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,165.0,0,0,2
10801,Renaissance Hotel,1,46,2017,April,14,5,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,70.0,0,0,2
10803,Renaissance Hotel,1,226,2017,April,14,5,0,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,67.5,0,0,4
10804,Renaissance Hotel,1,59,2017,April,14,5,0,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,63.75,0,0,4
10805,Renaissance Hotel,1,52,2017,April,14,5,0,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,93.75,0,0,4
10806,Renaissance Hotel,1,57,2017,April,14,5,0,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,93.75,0,1,4
10809,Renaissance Hotel,1,1,2017,April,14,5,1,4,1,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,116.0,0,2,5
10810,Renaissance Hotel,1,21,2017,April,14,5,2,5,2,1.0,0,HB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,314.0,0,Transient,125.29,0,1,7
10811,Renaissance Hotel,1,41,2017,April,14,5,2,5,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,72.86,0,1,7
10812,Renaissance Hotel,1,175,2017,April,14,6,0,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,60.0,0,0,3
10814,Renaissance Hotel,1,10,2017,April,14,6,0,3,2,0.0,0,BB,GBR,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,162.0,0,0,3
10817,Renaissance Hotel,1,22,2017,April,14,6,0,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,115.0,0,0,3
10820,Renaissance Hotel,1,175,2017,April,14,6,0,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,C,1,No Deposit,240.0,0,Transient,60.0,0,0,3
10821,Renaissance Hotel,1,180,2017,April,14,6,1,3,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,51.75,0,1,4
10823,Renaissance Hotel,1,32,2017,April,14,6,2,3,3,1.0,0,BB,VEN,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,165.0,0,0,5
10824,Renaissance Hotel,1,84,2017,April,14,6,2,5,2,0.0,0,Undefined,ESP,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,206.5,0,0,7
10825,Renaissance Hotel,1,0,2017,April,14,7,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,115.0,0,0,1
10826,Renaissance Hotel,1,1,2017,April,14,7,0,2,1,0.0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,110.0,0,0,2
10827,Renaissance Hotel,1,47,2017,April,14,7,1,2,1,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,103.33,0,2,3
10828,Renaissance Hotel,1,53,2017,April,14,7,2,5,2,0.0,0,HB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,137.71,0,0,7
10829,Renaissance Hotel,1,32,2017,April,14,7,2,5,2,2.0,0,BB,GBR,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,159.29,0,0,7
10830,Renaissance Hotel,1,53,2017,April,14,7,2,5,2,1.0,0,BB,FRA,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,187.71,0,0,7
10832,Renaissance Hotel,1,84,2017,April,14,7,2,4,2,2.0,0,HB,GBR,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,193.0,0,0,6
10833,Renaissance Hotel,1,223,2017,April,14,7,2,4,2,0.0,0,HB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,96.0,0,2,6
10834,Renaissance Hotel,1,24,2017,April,14,8,0,1,2,0.0,0,HB,PRT,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,147.0,0,1,1
10835,Renaissance Hotel,1,45,2017,April,14,8,0,1,3,0.0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,138.4,0,1,1
10837,Renaissance Hotel,1,62,2017,April,14,8,2,1,3,1.0,0,BB,ESP,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,150.0,0,0,3
10838,Renaissance Hotel,1,123,2017,April,14,8,2,1,3,1.0,0,BB,BRA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,150.0,0,0,3
10839,Renaissance Hotel,1,45,2017,April,14,8,2,2,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,137.0,0,1,4
10841,Renaissance Hotel,1,58,2017,April,14,8,2,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,105.0,0,1,4
10842,Renaissance Hotel,1,30,2017,April,14,8,2,3,2,2.0,0,BB,ESP,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,155.0,0,0,5
10843,Renaissance Hotel,1,95,2017,April,14,8,2,3,3,1.0,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,150.0,0,0,5
10844,Renaissance Hotel,1,32,2017,April,14,8,2,4,2,0.0,0,BB,DEU,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,110.0,0,0,6
10845,Renaissance Hotel,1,313,2017,April,14,8,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,298.0,0,Transient-Party,48.0,0,0,7
10846,Renaissance Hotel,1,351,2017,April,14,8,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,298.0,0,Transient-Party,82.0,0,0,7
10847,Renaissance Hotel,1,46,2017,April,14,8,2,5,2,2.0,0,BB,HUN,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,153.57,0,0,7
10848,Renaissance Hotel,1,60,2017,April,14,8,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0,Transient,76.0,0,0,7
